Word,Count
\sdcard_config.getPath(),\,1
reade,1
this.i_IControllerManager,1
comp_moneyPayment,1
ObservableList<Produto>;,1
'masterCardBSensor.req.IMasterCardManager',1
registry,1
masterCardBSensor.getProvidedInterface(ISensorUpdaterManagerTag);,1
put,1
IMPORNTANTE,1
visaC,1
featureTable,1
c_conn_VisaB_CreditCard.getProvidedInterface(IVisaManagerTag));,1
Provides,1
moneyPayment.getProvidedInterface(IMoneyPaymentManagerTag);,1
connect.getDestination(),1
end,1
IMoneyPaymentManagerIComp,1
\getVariable(rootFeature.getName(),\,1
(colorschemeTable,1
Iterator<ISensor>(),1
visaCSensorISenUp,1
\System.out.println("\VisaA"\+"\Error\,1
Cyrill,1
adapta,1
featureTable.remove(oldName);,1
map,1
\setSol3[1]="\ConfigurationServiceB"\;\,1
\Not(And(a,b))\,1
And),1
while(t2==t){,1
lit),1
\map,\,1
pre-constructed,1
c_conn_Java_Controller,1
-0,1
patre,1
Replaces,1
controll_mainM;,1
hecho,1
\(contains(clause,\,1
calculate,1
timeout,1
!literal.positive))),1
Sat4J,1
res;,1
javaGrafics.impl.ComponentFactory.createInstance();,1
execution,1
(,1
configurations,1
Literal(varTrue);,1
Y,1
0;i,1
decorator,1
'payment.req.IBankInvoiceManager',1
s,1
android.getProvidedInterface(IGUIManagerTag);,1
(Constraint,1
\Checks,\,1
clauses.add(new,1
operators,1
botao,1
(Controller.req.IGUIManager),1
Such,1
\tempMap.put(var,\,1
\setSol1[1]="\LocalizationServiceB"\;\,1
visaASensor.getProvidedInterface(ISensorUpdaterManagerTag);,1
annotations.clear();,1
combinations,1
forca,1
\number,\,1
numE,1
\atmost1(A,\,1
if(list.get(i).getName().equals(nome)),1
between,1
listener,1
Node[children.length,1
represented,1
Dariusz,1
(Controller.req.IPaymentManager),1
model.getConstraints();,1
annotations;,1
f);,1
\AtMostx-1(a,b)\,1
while(it.hasNext()),1
\setSol2[2]="\ProductServiceC"\;\,1
visaA.getProvidedInterface(IVisaManagerTag);,1
alternativas!,1
primero,1
node.toCNF();,1
'visaBSensor.req.IVisaManager',1
Literal(varFalse);,1
IComponent,1
eliminate,1
\MapeKCosmosThreadFactory.createInstance(sdcard_variability.getPath(),\,1
implement,1
iterate,1
\"\variability.xml"\);\,1
//resulting,1
(default),1
colorschemeTable.reset();,1
than,1
\setSol1,\,1
getChild,1
conjunctive,1
sem,1
sol.add(setSol1[t]);,1
Representation,1
(parent.getChildrenCount(),1
seters,1
real;,1
me,1
visaBSensor.getProvidedInterface(ISensorUpdaterManagerTag);,1
com,1
\getVariable(rootChild.getName(),\,1
Iterator<IConnector>(),1
(Controller.req.ICatalogueManager),1
results,1
android,1
2.0.5,1
exactly,1
having,1
model.getFeatureOrderList();,1
target,1
tem,1
<code>PropertyChangeListener</code>,1
position,1
c_conn_Java_Controller.getProvidedInterface(IGUIManagerTag));,1
comp_catalogue.searchAllProducts();,1
mandatory,1
t2=t;,1
8/5/2015,1
properties,1
option,1
synchronization,1
duplicates),1
\true,\,1
\setSol1[2]="\LocalizationServiceC"\;\,1
(con.getName(),1
User,1
for(int,1
optimal,1
soy,1
addClauses(node);,1
revition,1
Adds,1
empty,1
'controller.req.ICatalogueManager',1
IFeature,1
(Payment.req.ICreditCardManager),1
comp_visaA,1
catalogue.getProvidedInterface(ICatalogueManagerTag);,1
c_conn_MasterCardB_CreditCard.getProvidedInterface(IMasterCardManagerTag));,1
\var,\,1
(VisaBSensor.req.IVisaManager),1
IPaymentManagerIComp,1
mapekcosmos.components,1
'bankTransfer.prov.IBankTransferManager',1
list.size(),1
creates,1
constraints),1
IConnector,1
OR,1
litFalse,1
AND,1
Si,1
getVariable(IFeature,1
Krolikowski,1
compComponents.start();,1
node2,1
CORRIGI,1
});,1
return;,1
lowest,1
(MasterCardASensor.req.IMasterCardManager),1
ejecutado,1
express,1
equal,1
\Log.d("\VisaA"\,"\VisaASensor"\+\,1
allowed,1
dead,1
catï¿½logo,1
words,1
masterCardB,1
clause.addLast(literal);,1
\hackFailedRandom(setSol2,\,1
masterCardBM.businessMethod(param);,1
colorschemeTable;,1
please,1
nodeClass,1
Calculates,1
around,1
right,1
res=new,1
comp_catalogue.businessMethod(param);,1
c_conn_Java_Controller;,1
feature.setName(newName);,1
until,1
con.getPosition(),1
first,1
(featureOrderList.get(i).equals(oldName)),1
cosmapek.analyzer.prov.IAnalysisManager,1
<=>,1
Returns,1
\if,\,1
debe,1
visaASensorISenUp,1
comp_masterCardB,1
if:,1
sorting,1
\NodeCreator.replaceAbstractVariables(value,\,1
always,1
comp_creditCard,1
And(newNodes);,1
(VisaCSensor.req.IVisaManager),1
